country_code,country_name,event_name,event_category,event_subcategory,event_year,indicator_group,indicator_slug,indicator_name,previous_year_value,event_year_value,next_year_value,change_from_previous_year,change_to_next_year,previous_year_z_score,event_year_z_score,next_year_z_score,z_change_from_previous_year,z_change_to_next_year,abs_z_change_from_previous_year
USA,United States,Inicio das tarifas EUA-China,economy,trade,2018,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",2.13011000365961,2.44258329692817,1.81221007526021,0.3124732932685599,-0.6303732216679601,-0.5159322172069228,-0.3628089470789641,-0.6717147357728316,0.1531232701279587,-0.3089057886938675,0.1531232701279587
ARG,Argentina,Pacote Caputo e forte desvalorizacao,economy,exchange_rate_inflation,2023,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),13962.1894087223,14261.8465667948,13969.7836603737,299.65715807249944,-292.0629064211007,0.8364424787669121,0.9843547057999564,0.8401910382261059,0.1479122270330443,-0.1441636675738505,0.1479122270330443
BRA,Brazil,Soltura de Lula,politics,election_justice,2019,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",12.329,11.936,13.697,-0.3930000000000007,1.7609999999999992,0.6678651382954874,0.520814323487864,1.1797366768624804,-0.1470508148076234,0.6589223533746164,0.1470508148076234
ARG,Argentina,Greve geral contra reformas,society,social_reaction,2024,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),14261.8465667948,13969.7836603737,,-292.0629064211007,,0.9843547057999564,0.8401910382261059,,-0.1441636675738505,,0.1441636675738505
USA,United States,Decisoes economicas recentes,economy,macroeconomy,2025,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",4.022,4.198,,0.1760000000000001,,-0.4292065715611017,-0.2913843555516983,,0.1378222160094034,,0.1378222160094034
USA,United States,Pandemia Covid,external_shock,health_crisis,2020,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),64746.4506778863,63515.9491807833,70205.050916026,-1230.5014971030032,6689.101735242701,-0.4584077022005628,-0.5929024679133297,0.1382215273263295,-0.1344947657127668,0.7311239952396592,0.1344947657127668
USA,United States,Tarifas comerciais contra China,economy,trade,2018,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",97.8800564031882,99.2223695206525,100.979786328903,1.3423131174643004,1.7574168082504968,-1.1943913115209612,-1.0657655854239323,-0.8973629898779975,0.1286257260970289,0.1684025955459348,0.1286257260970289
ARG,Argentina,Primarias com derrota de Macri,politics,election,2019,gdp,gdp_growth_annual_pct,GDP growth (annual %),-2.61739646282038,-2.00086100285785,-9.9004848136464,0.6165354599625301,-7.899623810788551,-0.4659701191071814,-0.3537478138847595,-1.7916440128973874,0.1122223052224218,-1.437896199012628,0.1122223052224218
USA,United States,Eleicao presidencial,politics,election,2024,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",116.918808847311,117.973234857902,,1.0544260105910013,,0.6299768818949911,0.7310161323226905,,0.1010392504276993,,0.1010392504276993
BRA,Brazil,Retomada do ciclo de alta da Selic,economy,monetary_policy,2024,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",4.59356282283203,4.36746407652336,,-0.2260987463086703,,-0.3744070705557272,-0.4696912236600842,,-0.095284153104357,,0.095284153104357
ARG,Argentina,Aprovacao da Lei Bases no Senado,economy,fiscal_social,2024,gdp,gdp_growth_annual_pct,GDP growth (annual %),-1.85578803046339,-1.34293072157739,,0.512857308886,,-0.3273415089034296,-0.2339907883190005,,0.0933507205844291,,0.0933507205844291
BRA,Brazil,Eleicao Bolsonaro,politics,election,2018,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",3.44637335032669,3.66485028376728,3.73297621216893,0.21847693344059,0.06812592840165,-0.857863874817157,-0.7657917606829915,-0.7370816439831964,0.0920721141341655,0.028710116699795,0.0920721141341655
BRA,Brazil,Inicio do ciclo de corte da Selic de 2023,economy,monetary_policy,2023,gdp,gdp_growth_annual_pct,GDP growth (annual %),3.01669435408112,3.24165532813583,3.41931516597739,0.2249609740547096,0.1776598378415603,0.61610294590743,0.6996224305981247,0.7655807959061933,0.0835194846906947,0.0659583653080686,0.0835194846906947
USA,United States,Tax Cuts and Jobs Act,economy,fiscal,2017,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",98.6931939368279,97.8800564031882,99.2223695206525,-0.81313753363969,1.3423131174643004,-1.1164732726369122,-1.1943913115209612,-1.0657655854239323,-0.077918038884049,0.1286257260970289,0.077918038884049
BRA,Brazil,Eleicoes municipais,politics,election,2024,gdp,gdp_growth_annual_pct,GDP growth (annual %),3.24165532813583,3.41931516597739,,0.1776598378415603,,0.6996224305981247,0.7655807959061933,,0.0659583653080686,,0.0659583653080686
BRA,Brazil,Retomada do ciclo de alta da Selic,economy,monetary_policy,2024,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),10377.5897719195,10310.5488778166,,-67.04089410289998,,1.1999763873486773,1.1349526584093297,,-0.0650237289393476,,0.0650237289393476
USA,United States,Fed inicia ciclo de corte de juros,economy,monetary_policy,2024,gdp,gdp_growth_annual_pct,GDP growth (annual %),2.88755600749487,2.79300127716779,,-0.0945547303270801,,0.2287569119632508,0.1809925691040529,,-0.0477643428591978,,0.0477643428591978
BRA,Brazil,Soltura de Lula,politics,election_justice,2019,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",3.66485028376728,3.73297621216893,3.21176803803376,0.06812592840165,-0.52120817413517,-0.7657917606829915,-0.7370816439831964,-0.9567329258869808,0.028710116699795,-0.2196512819037843,0.028710116699795
USA,United States,Debt ceiling deal 2023,economy,fiscal,2023,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",3.65,3.638,4.022,-0.012,0.3840000000000003,-0.7205126190355226,-0.729909588308891,-0.4292065715611017,-0.0093969692733684,0.3007030167477892,0.0093969692733684
ARG,Argentina,Continuidade das reformas,economy,macroeconomy,2025,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",7.15,7.145,,-0.0050000000000007,,-0.7536497200432496,-0.7569453721336964,,-0.0032956520904467,,0.0032956520904467
