country_code,country_name,date,series_slug,series_code,series_name,value,source
ARG,Argentina,2016-08-12,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-13,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-14,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-15,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-16,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-17,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-18,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-19,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-20,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-21,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-22,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-23,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-24,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,16.0,Bluelytics
ARG,Argentina,2016-08-25,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,16.0,Bluelytics
ARG,Argentina,2016-08-26,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-27,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-28,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,15.0,Bluelytics
ARG,Argentina,2016-08-29,dolar_blue,bluelytics_blue_sell,Dolar blue Argentina,16.0,Bluelytics
