country_code,country_name,event_name,event_category,event_subcategory,event_anchor_date,window_days,indicator_group,indicator_slug,indicator_name,indicator_frequency,before_mean,after_mean,absolute_change,percentage_change,historical_std,standardized_change,abs_standardized_change,nearby_event_count,contamination_level,nearby_event_names,is_contaminated_window
USA,United States,Eleicao Trump,politics,election,2016-11-08,365,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,239.76618181818185,244.69033333333337,4.92415151515155,2.053730629487025,29.89898246617429,0.1646929463476694,0.1646929463476694,,,,
USA,United States,Eleicao presidencial,politics,election,2024-11-15,180,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,314.59433333333334,319.4918333333333,4.89749999999998,1.556766756765055,29.89898246617429,0.1638015609909362,0.1638015609909362,1.0,moderada,Fed inicia ciclo de corte de juros,True
ARG,Argentina,Renuncia de Martin Guzman,economy,economic_policy,2022-07-02,90,exchange_rate,dolar_blue,Dolar blue Argentina,daily,208.1076923076923,289.16923076923075,81.06153846153845,38.95172617727508,495.6110040341538,0.1635587947033401,0.1635587947033401,1.0,moderada,Posse de Sergio Massa na Economia,True
USA,United States,First Republic Bank assumido pelo JPMorgan,economy,financial_stability,2023-05-01,180,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,301.07360000000006,305.9354,4.86179999999996,1.6148210935797622,29.89898246617429,0.1626075404238346,0.1626075404238346,3.0,alta,Debt ceiling deal 2023; Colapso do Silicon Valley Bank; Fed atinge pico do ciclo de juros,True
USA,United States,Alta de juros do Fed apos eleicao Trump,economy,monetary_policy,2016-12-14,90,gasoline,gasoline,US Regular All Formulations Gas Price,weekly,2.2204615384615387,2.322923076923077,0.1024615384615383,4.614425275410514,0.6304938714077917,0.1625099673574274,0.1625099673574274,1.0,moderada,Eleicao Trump,True
BRA,Brazil,Facada em Bolsonaro,politics,election_crisis,2018-09-06,90,gasoline,gasolina,Gasolina,monthly,12.2,11.733333333333334,-0.4666666666666668,-3.8251366120218586,2.8754210401054223,-0.1622950726720554,0.1622950726720554,1.0,moderada,Eleicao Bolsonaro,True
BRA,Brazil,Inicio do ciclo de alta da Selic,economy,monetary_policy,2021-03-17,180,exchange_rate,cambio,Taxa de cambio,daily,5.426340163934427,5.281323387096774,-0.1450167768376529,-2.6724601196491693,0.8979388807808837,-0.1614996075362506,0.1614996075362506,2.0,moderada,Troca no comando da Petrobras; CPI da Covid,True
USA,United States,American Rescue Plan,economy,fiscal_social,2021-03-11,90,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,263.74233333333336,268.5503333333333,4.807999999999936,1.822991379212262,29.89898246617429,0.1608081480846174,0.1608081480846174,2.0,moderada,Invasao do Capitolio; Segundo pacote fiscal Covid,True
USA,United States,Colapso do Silicon Valley Bank,economy,financial_stability,2023-03-10,180,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,299.886,304.6933333333333,4.807333333333304,1.603053604814264,29.89898246617429,0.1607858507817782,0.1607858507817782,3.0,alta,First Republic Bank assumido pelo JPMorgan; Debt ceiling deal 2023; Fed atinge pico do ciclo de juros,True
USA,United States,First Republic Bank assumido pelo JPMorgan,economy,financial_stability,2023-05-01,90,gdp,real_gdp,Real Gross Domestic Product,quarterly,22580.499,22840.989,260.4900000000016,1.1536060385556652,1620.9778301855956,0.1606992983797789,0.1606992983797789,3.0,alta,Debt ceiling deal 2023; Colapso do Silicon Valley Bank; Fed atinge pico do ciclo de juros,True
USA,United States,Debt ceiling deal 2023,economy,fiscal,2023-06-03,90,gdp,real_gdp,Real Gross Domestic Product,quarterly,22580.499,22840.989,260.4900000000016,1.1536060385556652,1620.9778301855956,0.1606992983797789,0.1606992983797789,3.0,alta,First Republic Bank assumido pelo JPMorgan; Fed atinge pico do ciclo de juros; Colapso do Silicon Valley Bank,True
USA,United States,Fed inicia ciclo de corte de juros,economy,monetary_policy,2024-09-18,30,interest_rate,fed_funds,Effective Federal Funds Rate,monthly,5.13,4.83,-0.2999999999999998,-5.847953216374266,1.8972246521287768,-0.158125712557754,0.158125712557754,0.0,baixa,,False
ARG,Argentina,Primarias com Milei forte,politics,election,2023-08-16,30,exchange_rate,dolar_oficial,Dolar oficial Argentina,daily,295.72727272727275,367.0,71.27272727272725,24.10083000307408,454.1485414111028,0.1569370388183411,0.1569370388183411,1.0,moderada,Desvalorizacao pos-PASO,True
USA,United States,Colapso do Silicon Valley Bank,economy,financial_stability,2023-03-10,180,gasoline,gasoline,US Regular All Formulations Gas Price,weekly,3.5135,3.612307692307693,0.0988076923076923,2.8122297511795185,0.6304938714077917,0.1567147545575194,0.1567147545575194,3.0,alta,First Republic Bank assumido pelo JPMorgan; Debt ceiling deal 2023; Fed atinge pico do ciclo de juros,True
USA,United States,Debt ceiling deal 2023,economy,fiscal,2023-06-03,365,unemployment,unemployment,Unemployment Rate,monthly,3.5416666666666665,3.808333333333333,0.2666666666666666,7.52941176470588,1.7030513340652462,0.1565816962370262,0.1565816962370262,,,,
USA,United States,Tax Cuts and Jobs Act,economy,fiscal,2017-12-22,180,unemployment,unemployment,Unemployment Rate,monthly,4.25,3.983333333333334,-0.2666666666666661,-6.274509803921557,1.7030513340652462,-0.1565816962370259,0.1565816962370259,1.0,moderada,Tarifas comerciais contra China,True
BRA,Brazil,Atos de 8 de janeiro,politics,institutional_crisis,2023-01-08,30,exchange_rate,cambio,Taxa de cambio,daily,5.279947619047618,5.139659090909091,-0.1402885281385266,-2.6570060587804,0.8979388807808837,-0.1562339387916091,0.1562339387916091,2.0,moderada,Aprovacao da PEC da Transicao; Anuncio de Fernando Haddad na Fazenda,True
USA,United States,Segundo pacote fiscal Covid,economy,fiscal_social,2020-12-27,365,interest_rate,fed_funds,Effective Federal Funds Rate,monthly,0.3758333333333333,0.0799999999999999,-0.2958333333333333,-78.7139689578714,1.8972246521287768,-0.155929522105563,0.155929522105563,,,,
USA,United States,Fed faz alta de 75 pontos-base,economy,monetary_policy,2022-06-15,180,gdp,real_gdp,Real Gross Domestic Product,quarterly,21949.8775,22201.985,252.1075000000019,1.148559940710384,1620.9778301855956,0.1555280370312878,0.1555280370312878,3.0,alta,Inflation Reduction Act; Ciclo de alta de juros do Fed; Primeira alta de juros do Fed no ciclo inflacionario,True
BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,365,inflation,ipca,IPCA,monthly,0.295,0.235,-0.06,-20.33898305084746,0.3868709075835759,-0.1550904935570483,0.1550904935570483,,,,
BRA,Brazil,Retomada do ciclo de alta da Selic,economy,monetary_policy,2024-09-18,365,inflation,ipca,IPCA,monthly,0.3616666666666666,0.4216666666666667,0.06,16.589861751152092,0.3868709075835759,0.1550904935570483,0.1550904935570483,,,,
USA,United States,Tarifas comerciais contra China,economy,trade,2018-03-16,180,gdp,real_gdp,Real Gross Domestic Product,quarterly,19963.2145,20213.315,250.10049999999683,1.2528067561463951,1620.9778301855956,0.1542898954832474,0.1542898954832474,2.0,moderada,Tax Cuts and Jobs Act; Inicio das tarifas EUA-China,True
ARG,Argentina,Pandemia Covid,external_shock,health_crisis,2020-03-16,365,exchange_rate,dolar_blue,Dolar blue Argentina,daily,59.68219178082192,136.01075268817203,76.32856090735012,127.8916853249302,495.6110040341538,0.1540090116766054,0.1540090116766054,,,,
BRA,Brazil,Soltura de Lula,politics,election_justice,2019-11-08,30,exchange_rate,cambio,Taxa de cambio,daily,4.066236363636363,4.204152631578947,0.1379162679425842,3.391742525740639,0.8979388807808837,0.1535920438400514,0.1535920438400514,1.0,moderada,Reforma da Previdencia,True
